"","plot.index","mod","OM","P","Kppm","Mgppm","Cappm","pH","CEC","K","Mg","Ca","C","N","C.N","spalpha.light","spalpha.l","spalpha.o","spalpha.r"
"30",19,"b",0.728467082015257,0.0498308335422072,-0.627232222300429,-1.18625379289423,-0.588681803068789,-0.0828985790158859,-1.1858651181517,1.34322232486575,-0.419079387861377,0.0796288048684332,0.720812212881379,0.337289471494919,0.699859241837562,-0.085476631694288,0.0129170185274749,-1.26987372967831,-1.14065087917377
"31",19,"c",-0.882243624362185,-0.803635214855761,-0.525681222143385,-0.76091567873032,-0.588681803068789,0.204234841768655,-1.3388280322378,1.88364703870605,0.800709128296844,0.410594416281217,-0.898480652204027,-0.929091224360129,-0.13932561972207,0.303805591934401,-2.03327114869792,-1.26987372967831,-1.14065087917377
"32",19,"d",0.0916744771683612,-0.304389580904282,-0.627232222300429,-1.18625379289423,-1.3323834695194,-0.601241211899706,-1.29293915801197,1.69373308416259,-0.164956780328415,-0.447396727289161,0.133864813959718,0.181961203900998,-0.0178261407224435,-0.435753035295631,-0.41115084646863,-1.26987372967831,-1.01491259620979
"13",20,"a",-1.36920267512746,1.04832210144516,0.892332245699868,0.586091888240826,2.01613353692661,2.05148823687302,0.970911970462291,-0.581358679997656,-0.554611445212291,1.58495336833197,-1.48032865128938,-1.33317108358261,-0.696409229410003,0.603199733956837,1.03491069321261,-1.26987372967831,0.978626719461435
"14",20,"b",-0.957160401402996,3.13486296030445,0.101322754829009,1.60500016912149,1.44680407033061,1.92100123126094,0.0225419031284779,-0.216627198295007,1.12259776450526,1.36271510357319,-0.976540463456965,-1.53495978315137,0.899194084378665,0.603199733956837,1.85238740994122,-1.26987372967831,0.978626719461435
"15",20,"c",-1.03207717844381,0.549076467493686,0.68030077712509,1.20562279111144,1.98410325668372,2.17867141647718,0.970911970462291,-0.720574096874815,-0.131073765990686,1.53220716501509,-1.05611642398288,-1.22189375785805,0.0711625359603209,0.260796218513518,0.0129170185274749,-1.26987372967831,0.978626719461435
"16",20,"d",-0.432742962117317,0.549076467493686,0.37384776680685,1.30887649840594,1.44680407033061,1.78703416505666,-0.0233469710973518,-0.00768445287515373,0.817650635465708,1.39812187040515,-0.388330926115517,-0.402842447965672,-0.0178261407224435,0.217726396129755,0.559257790394601,-1.26987372967831,0.978626719461435
"33",21,"a",-0.282909408035695,-0.304389580904282,-0.525681222143385,-1.07145213842296,-1.3323834695194,-0.824543185999362,1.27683779863449,-1.41136291585664,-1.4016868036555,-1.49361298141368,-0.185966033987159,-0.0973661965330383,-0.13932561972207,0.389644005356796,1.32402125776225,0.909894540361888,-1.50715964332267
"34",21,"b",0.803383859056068,0.0498308335422072,-1.04944931569273,-1.3084845686594,-1.3323834695194,-0.824543185999362,1.26154150722588,-1.88346924778809,-1.46945283233096,-1.49361298141368,0.776269213562303,0.781166485409907,0.187102566749957,-0.129039401358999,1.03491069321261,0.970811269751391,-1.31756340435891
"35",21,"c",0.129132865688767,-0.304389580904282,-1.27131306812025,-1.3084845686594,-1.3323834695194,-0.711651530298979,-1.30823544942058,1.34322232486575,-0.334371852017056,-0.429736159444439,0.195502191728256,0.548322649540885,-0.425518695411117,0.131404380272045,0.0129170185274749,0.970811269751391,-1.27224676319674
"36",21,"d",-0.320367796556101,-0.803635214855761,-1.44305801793799,-0.962870033917813,-1.02371938966623,-0.387444382100362,-1.24705028378614,1.08548336949543,0.072224320035684,-0.24563117608446,-0.2524772458188,-0.219784335104205,-0.0781597731014386,0.303805591934401,0.559257790394601,-1.26987372967831,0.294589598489243
